epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_ec_balanced_acc,train_ec_level_1_acc,train_ec_level_1_balanced_acc,train_ec_level_1_macro_f1,train_ec_macro_f1,train_ec_per_class_recall,train_ec_per_class_support,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc
1,0.0001,0.39739422296663846,1.0,fixed,1.0,0.5961732268333435,0.41874263800361045,0.5961732268333435,0.41874263800361045,0.3643155995371384,0.3643155995371384,"{'1': 0.8028846153846154, '2': 0.671875, '3': 0.6051587301587301, '4': 0.13253012048192772, '5': 0.0, '6': 0.71875, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.41874263800361045,0.3643155995371384,
2,0.0001,0.32023289457083226,1.0,fixed,1.0,0.7724068760871887,0.507484450551361,0.7724068760871887,0.507484450551361,0.5009502268498383,0.5009502268498383,"{'1': 0.7548076923076923, '2': 0.828125, '3': 0.9146825396825397, '4': 0.18072289156626506, '5': 0.030303030303030304, '6': 0.84375, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.507484450551361,0.5009502268498383,
3,0.0001,0.24958818077472558,1.0,fixed,1.0,0.8459214568138123,0.6696511985695505,0.8459214568138123,0.6696511985695505,0.7031124822421698,0.7031124822421698,"{'1': 0.9326923076923077, '2': 0.8515625, '3': 0.9384920634920635, '4': 0.3373493975903614, '5': 0.12121212121212122, '6': 0.90625, '7': 0.6}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.6696511985695505,0.7031124822421698,
4,0.0001,0.18598769343622687,1.0,fixed,1.0,0.8992950916290283,0.816422972108213,0.8992950916290283,0.816422972108213,0.8239899934517475,0.8239899934517475,"{'1': 0.9423076923076923, '2': 0.921875, '3': 0.9583333333333334, '4': 0.5903614457831325, '5': 0.3333333333333333, '6': 0.96875, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.816422972108213,0.8239899934517475,
5,0.0001,0.13499858102599444,1.0,fixed,1.0,0.939577043056488,0.8673904773033431,0.939577043056488,0.8673904773033431,0.899047827576039,0.899047827576039,"{'1': 0.9663461538461539, '2': 0.921875, '3': 0.9900793650793651, '4': 0.7710843373493976, '5': 0.48484848484848486, '6': 0.9375, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.8673904773033431,0.899047827576039,
6,0.0001,0.10083092979214389,1.0,fixed,1.0,0.9566968679428101,0.9219210371049872,0.9566968679428101,0.9219210371049872,0.9222235895121694,0.9222235895121694,"{'1': 0.9471153846153846, '2': 0.921875, '3': 0.9900793650793651, '4': 0.927710843373494, '5': 0.6666666666666666, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9219210371049872,0.9222235895121694,
7,0.0001,0.07269139124111396,1.0,fixed,1.0,0.9627391695976257,0.9268344532571081,0.9627391695976257,0.9268344532571081,0.9343234210012988,0.9343234210012988,"{'1': 0.9759615384615384, '2': 0.9453125, '3': 0.9900793650793651, '4': 0.8795180722891566, '5': 0.696969696969697, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9268344532571081,0.9343234210012988,
8,0.0001,0.04079967751913427,1.0,fixed,1.0,0.981873095035553,0.9640153007730461,0.981873095035553,0.9640153007730461,0.9613960332680574,0.9613960332680574,"{'1': 0.9951923076923077, '2': 0.96875, '3': 0.9900793650793651, '4': 0.9759036144578314, '5': 0.8181818181818182, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9640153007730461,0.9613960332680574,
9,0.0001,0.03180885834170105,1.0,fixed,1.0,0.9869083762168884,0.9796896066259233,0.9869083762168884,0.9796896066259233,0.9713659427121973,0.9713659427121973,"{'1': 0.9807692307692307, '2': 1.0, '3': 0.9920634920634921, '4': 0.9759036144578314, '5': 0.9090909090909091, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9796896066259233,0.9713659427121973,
10,0.0001,0.01764774473724035,1.0,fixed,1.0,0.9939576983451843,0.995651496619655,0.9939576983451843,0.995651496619655,0.9797987427964548,0.9797987427964548,"{'1': 0.9855769230769231, '2': 1.0, '3': 0.996031746031746, '4': 0.9879518072289156, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.995651496619655,0.9797987427964548,
11,0.0001,0.0119828885190547,1.0,fixed,1.0,0.9969788789749146,0.9936663785631084,0.9969788789749146,0.9936663785631084,0.9959694232250624,0.9959694232250624,"{'1': 1.0, '2': 1.0, '3': 0.998015873015873, '4': 0.9879518072289156, '5': 0.9696969696969697, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9936663785631084,0.9959694232250624,
12,0.0001,0.004920942985190193,1.0,fixed,1.0,0.9979858994483948,0.9994331065759637,0.9979858994483948,0.9994331065759637,0.9990324627763155,0.9990324627763155,"{'1': 1.0, '2': 1.0, '3': 0.996031746031746, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9994331065759637,0.9990324627763155,
13,0.0001,0.0022918048086127333,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
14,0.0001,0.0013288381815584442,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
15,0.0001,0.0006946097188470542,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
16,0.0001,0.0004255980832870894,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
17,0.0001,0.001266614219973297,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
18,0.0001,0.00015589285883096414,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
19,0.0001,0.00010396939132056926,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
20,0.0001,0.00010693458606434127,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
21,0.0001,9.515018420887897e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
22,0.0001,7.221525037855454e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
23,0.0001,5.325799002134937e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
24,0.0001,4.583444716074491e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
25,0.0001,3.494088389425635e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
26,0.0001,3.233328378788049e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
27,0.0001,2.871275577888583e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
28,0.0001,2.1964519390392517e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
29,0.0001,2.5215640357920534e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
30,0.0001,2.806307327250305e-05,1.0,fixed,1.0,1.0,1.0,1.0,1.0,1.0,1.0,"{'1': 1.0, '2': 1.0, '3': 1.0, '4': 1.0, '5': 1.0, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",1.0,1.0,
