epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_ec_balanced_acc,train_ec_level_1_acc,train_ec_level_1_balanced_acc,train_ec_level_1_macro_f1,train_ec_macro_f1,train_ec_per_class_recall,train_ec_per_class_support,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc
11,3e-05,0.37947197041537867,1.0,fixed,1.0,0.5871097445487976,0.31650038471520825,0.5871097445487976,0.31650038471520825,0.2947191657592799,0.2947191657592799,"{'1': 0.7644230769230769, '2': 0.6015625, '3': 0.6567460317460317, '4': 0.1927710843373494, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.31650038471520825,0.2947191657592799,
12,3e-05,0.357589295680025,1.0,fixed,1.0,0.5760322213172913,0.3219693103917502,0.5760322213172913,0.3219693103917502,0.3007296224226338,0.3007296224226338,"{'1': 0.4230769230769231, '2': 0.4921875, '3': 0.7361111111111112, '4': 0.6024096385542169, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.3219693103917502,0.3007296224226338,
13,3e-05,0.3438142076224448,1.0,fixed,1.0,0.4843907356262207,0.33207108917091704,0.4843907356262207,0.33207108917091704,0.27483007041134094,0.27483007041134094,"{'1': 0.5576923076923077, '2': 0.75, '3': 0.4384920634920635, '4': 0.5783132530120482, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.33207108917091704,0.27483007041134094,
14,3e-05,0.34407831866099653,1.0,fixed,1.0,0.5589123964309692,0.35700213530732033,0.5589123964309692,0.35700213530732033,0.3071597022380289,0.3071597022380289,"{'1': 0.6346153846153846, '2': 0.7265625, '3': 0.5595238095238095, '4': 0.5783132530120482, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.35700213530732033,0.3071597022380289,
15,3e-05,0.33388756071198655,1.0,fixed,1.0,0.6193353533744812,0.36374952649425535,0.6193353533744812,0.36374952649425535,0.3312188012512065,0.3312188012512065,"{'1': 0.4230769230769231, '2': 0.6484375, '3': 0.7638888888888888, '4': 0.7108433734939759, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.36374952649425535,0.3312188012512065,
16,3e-05,0.3296243206309865,1.0,fixed,1.0,0.6435045599937439,0.34051490827254594,0.6435045599937439,0.34051490827254594,0.32245785726215664,0.32245785726215664,"{'1': 0.4375, '2': 0.7734375, '3': 0.8353174603174603, '4': 0.3373493975903614, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.34051490827254594,0.32245785726215664,
17,3e-05,0.32715911124215785,1.0,fixed,1.0,0.6586102843284607,0.36950211232160457,0.6586102843284607,0.36950211232160457,0.34911123024395085,0.34911123024395085,"{'1': 0.5817307692307693, '2': 0.703125, '3': 0.7956349206349206, '4': 0.5060240963855421, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.36950211232160457,0.34911123024395085,
18,3e-05,0.3204267206994525,1.0,fixed,1.0,0.6757301092147827,0.37247352505259135,0.6757301092147827,0.37247352505259135,0.3539654310191009,0.3539654310191009,"{'1': 0.75, '2': 0.7421875, '3': 0.7777777777777778, '4': 0.3373493975903614, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.37247352505259135,0.3539654310191009,
19,3e-05,0.3138954905890317,1.0,fixed,1.0,0.6938570141792297,0.3884782490768937,0.6938570141792297,0.3884782490768937,0.36896320725893045,0.36896320725893045,"{'1': 0.5913461538461539, '2': 0.7265625, '3': 0.8472222222222222, '4': 0.5542168674698795, '5': 0.0, '6': 0.0, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.3884782490768937,0.36896320725893045,
20,3e-05,0.3012270723510698,1.0,fixed,1.0,0.6797583103179932,0.41247266013294415,0.6797583103179932,0.41247266013294415,0.396466565775461,0.396466565775461,"{'1': 0.7403846153846154, '2': 0.796875, '3': 0.748015873015873, '4': 0.4457831325301205, '5': 0.0, '6': 0.15625, '7': 0.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.41247266013294415,0.396466565775461,
