epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc,train_metal_balanced_acc,train_metal_class_viii_recall,train_metal_collapsed4_acc,train_metal_collapsed4_balanced_acc,train_metal_collapsed4_class_viii_recall,train_metal_collapsed4_confusion_matrix,train_metal_collapsed4_cu_recall,train_metal_collapsed4_macro_f1,train_metal_collapsed4_min_recall,train_metal_collapsed4_mn_recall,train_metal_collapsed4_per_class_recall,train_metal_collapsed4_per_class_support,train_metal_collapsed4_zn_recall,train_metal_confusion_matrix,train_metal_fe_recall,train_metal_macro_f1,train_metal_min_recall,train_metal_mn_recall,train_metal_per_class_recall,train_metal_per_class_support
1,3e-05,1.3466066597281277,1.0,fixed,1.0,,0.35139769486411954,0.3109748200773344,0.5681625604629517,0.35139769486411954,0.6233766233766234,0.5681625604629517,0.35139769486411954,0.6233766233766234,"[[431, 0, 0, 120], [19, 0, 0, 51], [111, 0, 0, 64], [145, 0, 0, 240]]",0.0,0.3109748200773344,0.0,0.7822141560798548,"{'Mn': 0.7822141560798548, 'Cu': 0.0, 'Zn': 0.0, 'Class VIII': 0.6233766233766234}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.0,"[[431, 0, 0, 120], [19, 0, 0, 51], [111, 0, 0, 64], [145, 0, 0, 240]]",,0.3109748200773344,0.0,0.7822141560798548,"{'Mn': 0.7822141560798548, 'Cu': 0.0, 'Zn': 0.0, 'Class VIII': 0.6233766233766234}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
2,3e-05,1.2161045142927684,1.0,fixed,1.0,,0.5772599995286021,0.6162495949126277,0.6350550651550293,0.5772599995286021,0.6181818181818182,0.6350550651550293,0.5772599995286021,0.6181818181818182,"[[409, 0, 36, 106], [5, 42, 5, 18], [65, 0, 61, 49], [126, 0, 21, 238]]",0.6,0.6162495949126277,0.3485714285714286,0.7422867513611615,"{'Mn': 0.7422867513611615, 'Cu': 0.6, 'Zn': 0.3485714285714286, 'Class VIII': 0.6181818181818182}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.3485714285714286,"[[409, 0, 36, 106], [5, 42, 5, 18], [65, 0, 61, 49], [126, 0, 21, 238]]",,0.6162495949126277,0.3485714285714286,0.7422867513611615,"{'Mn': 0.7422867513611615, 'Cu': 0.6, 'Zn': 0.3485714285714286, 'Class VIII': 0.6181818181818182}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
3,3e-05,1.0844467785712835,1.0,fixed,1.0,,0.6796733212341197,0.6947454601524587,0.6977137923240662,0.6796733212341197,0.7142857142857143,0.6977137923240662,0.6796733212341197,0.7142857142857143,"[[396, 0, 60, 95], [1, 48, 9, 12], [35, 0, 105, 35], [49, 0, 61, 275]]",0.6857142857142857,0.6947454601524587,0.6,0.7186932849364791,"{'Mn': 0.7186932849364791, 'Cu': 0.6857142857142857, 'Zn': 0.6, 'Class VIII': 0.7142857142857143}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.6,"[[396, 0, 60, 95], [1, 48, 9, 12], [35, 0, 105, 35], [49, 0, 61, 275]]",,0.6947454601524587,0.6,0.7186932849364791,"{'Mn': 0.7186932849364791, 'Cu': 0.6857142857142857, 'Zn': 0.6, 'Class VIII': 0.7142857142857143}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
4,3e-05,0.9612279453793088,1.0,fixed,1.0,,0.7337485563438377,0.7329179099910601,0.724809467792511,0.7337485563438377,0.6961038961038961,0.724809467792511,0.7337485563438377,0.6961038961038961,"[[415, 1, 58, 77], [1, 58, 6, 5], [32, 1, 115, 27], [47, 0, 70, 268]]",0.8285714285714286,0.7329179099910601,0.6571428571428571,0.7531760435571688,"{'Mn': 0.7531760435571688, 'Cu': 0.8285714285714286, 'Zn': 0.6571428571428571, 'Class VIII': 0.6961038961038961}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.6571428571428571,"[[415, 1, 58, 77], [1, 58, 6, 5], [32, 1, 115, 27], [47, 0, 70, 268]]",,0.7329179099910601,0.6571428571428571,0.7531760435571688,"{'Mn': 0.7531760435571688, 'Cu': 0.8285714285714286, 'Zn': 0.6571428571428571, 'Class VIII': 0.6961038961038961}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
5,3e-05,0.8653333603933051,1.0,fixed,1.0,,0.7640633323119712,0.754495754143297,0.7544453740119934,0.7640633323119712,0.7298701298701299,0.7544453740119934,0.7640633323119712,0.7298701298701299,"[[427, 5, 47, 72], [1, 59, 6, 4], [26, 1, 124, 24], [35, 0, 69, 281]]",0.8428571428571429,0.754495754143297,0.7085714285714285,0.7749546279491834,"{'Mn': 0.7749546279491834, 'Cu': 0.8428571428571429, 'Zn': 0.7085714285714285, 'Class VIII': 0.7298701298701299}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.7085714285714285,"[[427, 5, 47, 72], [1, 59, 6, 4], [26, 1, 124, 24], [35, 0, 69, 281]]",,0.754495754143297,0.7085714285714285,0.7749546279491834,"{'Mn': 0.7749546279491834, 'Cu': 0.8428571428571429, 'Zn': 0.7085714285714285, 'Class VIII': 0.7298701298701299}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
6,3e-05,0.7738975477782456,1.0,fixed,1.0,,0.7684574681217149,0.7671892468810331,0.768839955329895,0.7684574681217149,0.7116883116883117,0.768839955329895,0.7684574681217149,0.7116883116883117,"[[453, 5, 34, 59], [1, 59, 6, 4], [42, 0, 122, 11], [52, 0, 59, 274]]",0.8428571428571429,0.7671892468810331,0.6971428571428572,0.822141560798548,"{'Mn': 0.822141560798548, 'Cu': 0.8428571428571429, 'Zn': 0.6971428571428572, 'Class VIII': 0.7116883116883117}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.6971428571428572,"[[453, 5, 34, 59], [1, 59, 6, 4], [42, 0, 122, 11], [52, 0, 59, 274]]",,0.7671892468810331,0.6971428571428572,0.822141560798548,"{'Mn': 0.822141560798548, 'Cu': 0.8428571428571429, 'Zn': 0.6971428571428572, 'Class VIII': 0.7116883116883117}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
7,3e-05,0.7069725825174434,1.0,fixed,1.0,,0.78053374030688,0.7797016668651762,0.7790008187294006,0.78053374030688,0.7220779220779221,0.7790008187294006,0.78053374030688,0.7220779220779221,"[[455, 0, 40, 56], [1, 59, 6, 4], [34, 1, 128, 12], [44, 1, 62, 278]]",0.8428571428571429,0.7797016668651762,0.7220779220779221,0.8257713248638838,"{'Mn': 0.8257713248638838, 'Cu': 0.8428571428571429, 'Zn': 0.7314285714285714, 'Class VIII': 0.7220779220779221}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.7314285714285714,"[[455, 0, 40, 56], [1, 59, 6, 4], [34, 1, 128, 12], [44, 1, 62, 278]]",,0.7797016668651762,0.7220779220779221,0.8257713248638838,"{'Mn': 0.8257713248638838, 'Cu': 0.8428571428571429, 'Zn': 0.7314285714285714, 'Class VIII': 0.7220779220779221}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
8,3e-05,0.6499349920934921,1.0,fixed,1.0,,0.7847338958681971,0.7977541081394683,0.801016092300415,0.7847338958681971,0.7506493506493507,0.801016092300415,0.7847338958681971,0.7506493506493507,"[[480, 0, 20, 51], [1, 59, 6, 4], [44, 1, 118, 12], [54, 0, 42, 289]]",0.8428571428571429,0.7977541081394683,0.6742857142857143,0.8711433756805808,"{'Mn': 0.8711433756805808, 'Cu': 0.8428571428571429, 'Zn': 0.6742857142857143, 'Class VIII': 0.7506493506493507}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.6742857142857143,"[[480, 0, 20, 51], [1, 59, 6, 4], [44, 1, 118, 12], [54, 0, 42, 289]]",,0.7977541081394683,0.6742857142857143,0.8711433756805808,"{'Mn': 0.8711433756805808, 'Cu': 0.8428571428571429, 'Zn': 0.6742857142857143, 'Class VIII': 0.7506493506493507}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
9,3e-05,0.6098226054093322,1.0,fixed,1.0,,0.8142375138473142,0.8065809538327982,0.8069432973861694,0.8142375138473142,0.7766233766233767,0.8069432973861694,0.8142375138473142,0.7766233766233767,"[[452, 0, 41, 58], [1, 59, 6, 4], [17, 1, 143, 14], [27, 1, 58, 299]]",0.8428571428571429,0.8065809538327982,0.7766233766233767,0.8203266787658802,"{'Mn': 0.8203266787658802, 'Cu': 0.8428571428571429, 'Zn': 0.8171428571428572, 'Class VIII': 0.7766233766233767}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.8171428571428572,"[[452, 0, 41, 58], [1, 59, 6, 4], [17, 1, 143, 14], [27, 1, 58, 299]]",,0.8065809538327982,0.7766233766233767,0.8203266787658802,"{'Mn': 0.8203266787658802, 'Cu': 0.8428571428571429, 'Zn': 0.8171428571428572, 'Class VIII': 0.7766233766233767}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
10,3e-05,0.5601796016499803,1.0,fixed,1.0,,0.8205805265514885,0.8220965798881472,0.821337878704071,0.8205805265514885,0.7766233766233767,0.821337878704071,0.8205805265514885,0.7766233766233767,"[[477, 0, 20, 54], [1, 62, 6, 1], [27, 1, 132, 15], [41, 1, 44, 299]]",0.8857142857142857,0.8220965798881472,0.7542857142857143,0.8656987295825771,"{'Mn': 0.8656987295825771, 'Cu': 0.8857142857142857, 'Zn': 0.7542857142857143, 'Class VIII': 0.7766233766233767}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}",0.7542857142857143,"[[477, 0, 20, 54], [1, 62, 6, 1], [27, 1, 132, 15], [41, 1, 44, 299]]",,0.8220965798881472,0.7542857142857143,0.8656987295825771,"{'Mn': 0.8656987295825771, 'Cu': 0.8857142857142857, 'Zn': 0.7542857142857143, 'Class VIII': 0.7766233766233767}","{'Mn': 551, 'Cu': 70, 'Zn': 175, 'Class VIII': 385}"
