epoch,lr,train_loss,ec_loss_scale,joint_loss_weighting,metal_loss_scale,train_ec_acc,train_ec_balanced_acc,train_ec_level_1_acc,train_ec_level_1_balanced_acc,train_ec_level_1_macro_f1,train_ec_macro_f1,train_ec_per_class_recall,train_ec_per_class_support,train_joint_balanced_acc,train_joint_macro_f1,train_metal_acc
11,3e-05,0.16154863160051197,1.0,fixed,1.0,0.904330313205719,0.8306264473836548,0.904330313205719,0.8306264473836548,0.8463444302012085,0.8463444302012085,"{'1': 0.9086538461538461, '2': 0.9296875, '3': 0.9523809523809523, '4': 0.7831325301204819, '5': 0.30303030303030304, '6': 0.9375, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.8306264473836548,0.8463444302012085,
12,3e-05,0.14156818253466913,1.0,fixed,1.0,0.9174219369888306,0.8264798511275491,0.9174219369888306,0.8264798511275491,0.8549172383435313,0.8549172383435313,"{'1': 0.9519230769230769, '2': 0.9140625, '3': 0.9742063492063492, '4': 0.7349397590361446, '5': 0.2727272727272727, '6': 0.9375, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.8264798511275491,0.8549172383435313,
13,3e-05,0.12100727762559421,1.0,fixed,1.0,0.9456193447113037,0.8902428714310169,0.9456193447113037,0.8902428714310169,0.915737631637974,0.915737631637974,"{'1': 0.9567307692307693, '2': 0.9453125, '3': 0.9841269841269841, '4': 0.8313253012048193, '5': 0.5454545454545454, '6': 0.96875, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.8902428714310169,0.915737631637974,
14,3e-05,0.10915979778395973,1.0,fixed,1.0,0.9476334452629089,0.8981523233889843,0.9476334452629089,0.8981523233889843,0.9227803822368693,0.9227803822368693,"{'1': 0.9663461538461539, '2': 0.90625, '3': 0.9900793650793651, '4': 0.8192771084337349, '5': 0.6363636363636364, '6': 0.96875, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.8981523233889843,0.9227803822368693,
15,3e-05,0.09758565164017809,1.0,fixed,1.0,0.9556898474693298,0.9043695923267782,0.9556898474693298,0.9043695923267782,0.9280945936874054,0.9280945936874054,"{'1': 0.9903846153846154, '2': 0.921875, '3': 0.9880952380952381, '4': 0.8554216867469879, '5': 0.6060606060606061, '6': 0.96875, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9043695923267782,0.9280945936874054,
16,3e-05,0.08065826589163079,1.0,fixed,1.0,0.9617321491241455,0.924320745829997,0.9617321491241455,0.924320745829997,0.9419656861683553,0.9419656861683553,"{'1': 0.9759615384615384, '2': 0.921875, '3': 0.9900793650793651, '4': 0.9156626506024096, '5': 0.6666666666666666, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.924320745829997,0.9419656861683553,
17,3e-05,0.07081856456188762,1.0,fixed,1.0,0.9697884917259216,0.9468160091008627,0.9697884917259216,0.9468160091008627,0.9566086342988686,0.9566086342988686,"{'1': 0.9903846153846154, '2': 0.9375, '3': 0.9900793650793651, '4': 0.891566265060241, '5': 0.8181818181818182, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9468160091008627,0.9566086342988686,
18,3e-05,0.058439032415074886,1.0,fixed,1.0,0.9778448939323425,0.9628415247498724,0.9778448939323425,0.9628415247498724,0.954596100842684,0.954596100842684,"{'1': 0.9807692307692307, '2': 0.96875, '3': 0.9900793650793651, '4': 0.9518072289156626, '5': 0.8484848484848485, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9628415247498724,0.954596100842684,
19,3e-05,0.04755305760504068,1.0,fixed,1.0,0.9758307933807373,0.9559328335414825,0.9758307933807373,0.9559328335414825,0.967206970346665,0.967206970346665,"{'1': 0.9903846153846154, '2': 0.953125, '3': 0.9900793650793651, '4': 0.9397590361445783, '5': 0.8181818181818182, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9559328335414825,0.967206970346665,
20,3e-05,0.04021537646964046,1.0,fixed,1.0,0.9838871955871582,0.9731025676728129,0.9838871955871582,0.9731025676728129,0.9804560014650608,0.9804560014650608,"{'1': 0.9903846153846154, '2': 0.9765625, '3': 0.9900793650793651, '4': 0.9759036144578314, '5': 0.8787878787878788, '6': 1.0, '7': 1.0}","{'1': 208, '2': 128, '3': 504, '4': 83, '5': 33, '6': 32, '7': 5}",0.9731025676728129,0.9804560014650608,
